agency_cd,site_no,datetime,tz_cd,211794_00060,211794_00060_cd
47,09112200,1993-10-01,MDT,140.80851063829786,47
48,09112200,1993-10-02,MDT,138.125,48
48,09112200,1993-10-03,MDT,135.875,48
48,09112200,1993-10-04,MDT,133.08333333333334,48
48,09112200,1993-10-05,MDT,129.10416666666666,48
48,09112200,1993-10-06,MDT,127.875,48
48,09112200,1993-10-07,MDT,146.16666666666666,48
48,09112200,1993-10-08,MDT,162.4375,48
48,09112200,1993-10-09,MDT,160.39583333333334,48
48,09112200,1993-10-10,MDT,173.625,48
48,09112200,1993-10-11,MDT,165.3125,48
47,09112200,1993-10-12,MDT,194.31914893617022,47
48,09112200,1993-10-13,MDT,185.97916666666666,48
48,09112200,1993-10-14,MDT,173.35416666666666,48
48,09112200,1993-10-15,MDT,186.47916666666666,48
48,09112200,1993-10-16,MDT,197.8125,48
48,09112200,1993-10-17,MDT,211.9375,48
48,09112200,1993-10-18,MDT,201.10416666666666,48
48,09112200,1993-10-19,MDT,178.58333333333334,48
48,09112200,1993-10-20,MDT,173.52083333333334,48
48,09112200,1993-10-21,MDT,165.16666666666666,48
48,09112200,1993-10-22,MDT,171.3125,48
48,09112200,1993-10-23,MDT,165.75,48
48,09112200,1993-10-24,MDT,160.0,48
48,09112200,1993-10-25,MDT,158.0,48
48,09112200,1993-10-26,MDT,158.29166666666666,48
48,09112200,1993-10-27,MDT,138.0375,48
48,09112200,1993-10-28,MDT,149.97916666666666,48
48,09112200,1993-10-29,MDT,149.3125,48
48,09112200,1993-10-30,MDT,117.24583333333334,48
48,09112200,1993-11-02,MST,116.45416666666667,48
48,09112200,1994-01-24,MST,61.666666666666664,48
48,09112200,1994-01-26,MST,56.583333333333336,48
48,09112200,1994-01-27,MST,56.854166666666664,48
48,09112200,1994-01-28,MST,57.5,48
48,09112200,1994-02-05,MST,52.104166666666664,48
48,09112200,1994-02-07,MST,51.291666666666664,48
48,09112200,1994-02-08,MST,52.020833333333336,48
48,09112200,1994-02-09,MST,48.083333333333336,48
48,09112200,1994-02-10,MST,51.125,48
48,09112200,1994-02-11,MST,52.25,48
48,09112200,1994-02-12,MST,51.145833333333336,48
48,09112200,1994-02-17,MST,52.5625,48
48,09112200,1994-02-18,MST,52.9375,48
48,09112200,1994-02-19,MST,52.958333333333336,48
48,09112200,1994-02-20,MST,52.833333333333336,48
48,09112200,1994-02-21,MST,53.270833333333336,48
48,09112200,1994-02-22,MST,51.854166666666664,48
96,09112200,1994-02-25,MST,53.34375,96
96,09112200,1994-03-03,MST,54.4375,96
96,09112200,1994-03-04,MST,55.197916666666664,96
96,09112200,1994-03-05,MST,57.645833333333336,96
96,09112200,1994-03-06,MST,59.864583333333336,96
96,09112200,1994-03-07,MST,59.052083333333336,96
96,09112200,1994-03-08,MST,58.0,96
96,09112200,1994-03-09,MST,58.0,96
96,09112200,1994-03-10,MST,60.84375,96
96,09112200,1994-03-11,MST,59.791666666666664,96
96,09112200,1994-03-12,MST,62.072916666666664,96
96,09112200,1994-03-13,MST,58.385416666666664,96
96,09112200,1994-03-17,MST,73.8125,96
96,09112200,1994-03-18,MST,69.6875,96
96,09112200,1994-03-19,MST,81.78125,96
96,09112200,1994-03-20,MST,80.08333333333333,96
96,09112200,1994-03-21,MST,69.16666666666667,96
96,09112200,1994-03-22,MST,74.8125,96
96,09112200,1994-03-23,MST,79.34375,96
96,09112200,1994-03-24,MST,76.57291666666667,96
96,09112200,1994-03-25,MST,75.29166666666667,96
96,09112200,1994-03-26,MST,73.26041666666667,96
96,09112200,1994-03-27,MST,67.01041666666667,96
96,09112200,1994-03-28,MST,67.17291666666667,96
96,09112200,1994-03-29,MST,68.85416666666667,96
96,09112200,1994-03-30,MST,64.95208333333333,96
96,09112200,1994-03-31,MST,67.88333333333334,96
96,09112200,1994-04-01,MST,71.39583333333333,96
96,09112200,1994-04-02,MST,79.375,96
92,09112200,1994-04-03,MDT,76.47826086956522,92
96,09112200,1994-04-04,MDT,80.83333333333333,96
96,09112200,1994-04-05,MDT,77.27083333333333,96
96,09112200,1994-04-06,MDT,72.625,96
96,09112200,1994-04-07,MDT,77.65625,96
96,09112200,1994-04-08,MDT,73.08333333333333,96
96,09112200,1994-04-09,MDT,72.8125,96
96,09112200,1994-04-10,MDT,71.375,96
96,09112200,1994-04-11,MDT,65.9375,96
96,09112200,1994-04-12,MDT,66.94791666666667,96
96,09112200,1994-04-13,MDT,77.28125,96
96,09112200,1994-04-14,MDT,95.41250000000001,96
96,09112200,1994-04-15,MDT,98.56041666666665,96
96,09112200,1994-04-16,MDT,121.5479166666667,96
96,09112200,1994-04-17,MDT,163.65625,96
96,09112200,1994-04-18,MDT,203.76041666666666,96
96,09112200,1994-04-19,MDT,255.84375,96
96,09112200,1994-04-20,MDT,352.96875,96
96,09112200,1994-04-21,MDT,563.65625,96
96,09112200,1994-04-22,MDT,747.4791666666666,96
96,09112200,1994-04-23,MDT,808.5,96
96,09112200,1994-04-24,MDT,874.0625,96
96,09112200,1994-04-25,MDT,744.09375,96
96,09112200,1994-04-26,MDT,562.53125,96
96,09112200,1994-04-27,MDT,460.75,96
96,09112200,1994-04-28,MDT,394.1875,96
96,09112200,1994-04-29,MDT,370.7708333333333,96
96,09112200,1994-04-30,MDT,342.6875,96
96,09112200,1994-05-01,MDT,342.8958333333333,96
96,09112200,1994-05-02,MDT,328.3541666666667,96
96,09112200,1994-05-03,MDT,371.1979166666667,96
96,09112200,1994-05-04,MDT,392.6354166666667,96
96,09112200,1994-05-05,MDT,552.125,96
96,09112200,1994-05-06,MDT,756.53125,96
96,09112200,1994-05-07,MDT,965.2916666666666,96
96,09112200,1994-05-08,MDT,1036.3541666666667,96
96,09112200,1994-05-09,MDT,1111.25,96
96,09112200,1994-05-10,MDT,1028.5416666666667,96
96,09112200,1994-05-11,MDT,1017.7604166666666,96
96,09112200,1994-05-12,MDT,1178.5416666666667,96
96,09112200,1994-05-13,MDT,1162.1875,96
96,09112200,1994-05-14,MDT,1205.4166666666667,96
96,09112200,1994-05-15,MDT,1208.4375,96
96,09112200,1994-05-16,MDT,1184.375,96
96,09112200,1994-05-17,MDT,1245.7291666666667,96
96,09112200,1994-05-18,MDT,1257.6041666666667,96
96,09112200,1994-05-19,MDT,1206.875,96
96,09112200,1994-05-20,MDT,1213.0208333333333,96
96,09112200,1994-05-21,MDT,1221.5625,96
96,09112200,1994-05-22,MDT,1245.3125,96
96,09112200,1994-05-23,MDT,1236.25,96
96,09112200,1994-05-24,MDT,1206.875,96
96,09112200,1994-05-25,MDT,1183.5416666666667,96
96,09112200,1994-05-26,MDT,1142.3958333333333,96
96,09112200,1994-05-27,MDT,1183.3333333333333,96
96,09112200,1994-05-28,MDT,1339.6875,96
96,09112200,1994-05-29,MDT,1437.5,96
96,09112200,1994-05-30,MDT,1540.3125,96
96,09112200,1994-05-31,MDT,1694.5833333333333,96
96,09112200,1994-06-01,MDT,1804.1666666666667,96
96,09112200,1994-06-02,MDT,1724.1666666666667,96
96,09112200,1994-06-03,MDT,1660.9375,96
96,09112200,1994-06-04,MDT,1617.6041666666667,96
96,09112200,1994-06-05,MDT,1534.8958333333333,96
96,09112200,1994-06-06,MDT,1463.2291666666667,96
96,09112200,1994-06-07,MDT,1388.6458333333333,96
96,09112200,1994-06-08,MDT,1281.875,96
96,09112200,1994-06-09,MDT,1195.4166666666667,96
96,09112200,1994-06-10,MDT,1154.6875,96
96,09112200,1994-06-11,MDT,1156.3541666666667,96
96,09112200,1994-06-12,MDT,1152.9166666666667,96
96,09112200,1994-06-13,MDT,1156.25,96
96,09112200,1994-06-14,MDT,1092.9791666666667,96
96,09112200,1994-06-15,MDT,1041.7291666666667,96
96,09112200,1994-06-16,MDT,974.5104166666666,96
96,09112200,1994-06-17,MDT,928.6145833333334,96
96,09112200,1994-06-18,MDT,901.8541666666666,96
96,09112200,1994-06-19,MDT,871.0833333333334,96
96,09112200,1994-06-20,MDT,923.9583333333334,96
96,09112200,1994-06-21,MDT,850.1875,96
96,09112200,1994-06-22,MDT,906.3645833333334,96
96,09112200,1994-06-23,MDT,847.6145833333334,96
96,09112200,1994-06-24,MDT,771.7916666666666,96
96,09112200,1994-06-25,MDT,710.7395833333334,96
96,09112200,1994-06-26,MDT,656.21875,96
96,09112200,1994-06-27,MDT,610.3020833333334,96
96,09112200,1994-06-28,MDT,567.0625,96
96,09112200,1994-06-29,MDT,506.0520833333333,96
96,09112200,1994-06-30,MDT,467.2395833333333,96
96,09112200,1994-07-01,MDT,452.0,96
96,09112200,1994-07-02,MDT,426.8541666666667,96
96,09112200,1994-07-03,MDT,398.6354166666667,96
96,09112200,1994-07-04,MDT,388.7395833333333,96
96,09112200,1994-07-05,MDT,363.5208333333333,96
93,09112200,1994-07-06,MDT,333.19354838709677,93
96,09112200,1994-07-07,MDT,314.0,96
96,09112200,1994-07-08,MDT,289.5833333333333,96
96,09112200,1994-07-09,MDT,274.0625,96
96,09112200,1994-07-10,MDT,265.15625,96
96,09112200,1994-07-11,MDT,249.02083333333334,96
96,09112200,1994-07-12,MDT,240.5625,96
96,09112200,1994-07-13,MDT,231.07291666666666,96
96,09112200,1994-07-14,MDT,217.04166666666666,96
96,09112200,1994-07-15,MDT,213.15625,96
96,09112200,1994-07-16,MDT,205.51041666666666,96
96,09112200,1994-07-17,MDT,193.55208333333334,96
96,09112200,1994-07-18,MDT,193.90625,96
96,09112200,1994-07-19,MDT,187.14583333333334,96
96,09112200,1994-07-20,MDT,183.32291666666666,96
96,09112200,1994-07-21,MDT,171.41666666666666,96
96,09112200,1994-07-22,MDT,165.78125,96
96,09112200,1994-07-23,MDT,165.64583333333334,96
96,09112200,1994-07-24,MDT,171.78125,96
95,09112200,1994-07-25,MDT,170.26315789473685,95
96,09112200,1994-07-26,MDT,163.02083333333334,96
96,09112200,1994-07-27,MDT,153.07291666666666,96
96,09112200,1994-07-28,MDT,147.16666666666666,96
96,09112200,1994-07-29,MDT,145.11458333333334,96
96,09112200,1994-07-30,MDT,136.71875,96
96,09112200,1994-07-31,MDT,135.8125,96
96,09112200,1994-08-01,MDT,142.0625,96
96,09112200,1994-08-02,MDT,144.6875,96
96,09112200,1994-08-03,MDT,137.40625,96
96,09112200,1994-08-04,MDT,117.69791666666667,96
96,09112200,1994-08-05,MDT,110.16666666666667,96
96,09112200,1994-08-06,MDT,114.61458333333333,96
96,09112200,1994-08-07,MDT,114.63541666666667,96
96,09112200,1994-08-08,MDT,111.35416666666667,96
96,09112200,1994-08-09,MDT,110.0,96
96,09112200,1994-08-10,MDT,110.0,96
96,09112200,1994-08-11,MDT,105.25,96
96,09112200,1994-08-12,MDT,111.0,96
96,09112200,1994-08-13,MDT,113.72916666666667,96
96,09112200,1994-08-14,MDT,115.76041666666667,96
96,09112200,1994-08-15,MDT,119.58333333333333,96
96,09112200,1994-08-16,MDT,109.10416666666667,96
96,09112200,1994-08-17,MDT,105.47916666666667,96
96,09112200,1994-08-18,MDT,103.83333333333333,96
96,09112200,1994-08-19,MDT,106.5,96
96,09112200,1994-08-20,MDT,110.08333333333333,96
96,09112200,1994-08-21,MDT,111.63541666666667,96
96,09112200,1994-08-22,MDT,108.70833333333333,96
96,09112200,1994-08-23,MDT,91.64375000000003,96
96,09112200,1994-08-24,MDT,70.52083333333333,96
96,09112200,1994-08-25,MDT,66.33333333333333,96
96,09112200,1994-08-26,MDT,76.15625,96
96,09112200,1994-08-27,MDT,82.60416666666667,96
96,09112200,1994-08-28,MDT,83.95833333333333,96
96,09112200,1994-08-29,MDT,84.16666666666667,96
96,09112200,1994-08-30,MDT,80.57291666666667,96
96,09112200,1994-08-31,MDT,79.85416666666667,96
96,09112200,1994-09-01,MDT,85.64583333333333,96
96,09112200,1994-09-02,MDT,88.79166666666667,96
96,09112200,1994-09-03,MDT,91.33958333333332,96
96,09112200,1994-09-04,MDT,93.88958333333333,96
96,09112200,1994-09-05,MDT,80.58333333333333,96
96,09112200,1994-09-06,MDT,66.45833333333333,96
96,09112200,1994-09-07,MDT,62.770833333333336,96
96,09112200,1994-09-08,MDT,60.395833333333336,96
96,09112200,1994-09-09,MDT,59.572916666666664,96
96,09112200,1994-09-10,MDT,59.197916666666664,96
96,09112200,1994-09-11,MDT,57.03125,96
96,09112200,1994-09-12,MDT,60.53125,96
96,09112200,1994-09-13,MDT,60.395833333333336,96
96,09112200,1994-09-14,MDT,66.6875,96
96,09112200,1994-09-15,MDT,64.25,96
96,09112200,1994-09-16,MDT,60.083333333333336,96
96,09112200,1994-09-17,MDT,58.395833333333336,96
96,09112200,1994-09-18,MDT,56.989583333333336,96
96,09112200,1994-09-19,MDT,59.677083333333336,96
96,09112200,1994-09-20,MDT,77.15625,96
96,09112200,1994-09-21,MDT,74.13541666666667,96
96,09112200,1994-09-22,MDT,65.54166666666667,96
96,09112200,1994-09-23,MDT,59.364583333333336,96
96,09112200,1994-09-24,MDT,54.697916666666664,96
96,09112200,1994-09-25,MDT,53.083333333333336,96
96,09112200,1994-09-26,MDT,50.84375,96
96,09112200,1994-09-27,MDT,49.395833333333336,96
96,09112200,1994-09-28,MDT,48.572916666666664,96
96,09112200,1994-09-29,MDT,48.25,96
96,09112200,1994-09-30,MDT,59.385416666666664,96
96,09112200,1994-10-01,MDT,79.61458333333333,96
96,09112200,1994-10-02,MDT,76.8125,96
96,09112200,1994-10-03,MDT,69.73958333333333,96
96,09112200,1994-10-04,MDT,74.75,96
96,09112200,1994-10-05,MDT,74.76041666666667,96
96,09112200,1994-10-06,MDT,81.79166666666667,96
96,09112200,1994-10-07,MDT,81.875,96
96,09112200,1994-10-08,MDT,81.98958333333333,96
96,09112200,1994-10-09,MDT,82.90625,96
96,09112200,1994-10-10,MDT,90.36458333333333,96
96,09112200,1994-10-11,MDT,86.97916666666667,96
96,09112200,1994-10-12,MDT,88.86458333333333,96
96,09112200,1994-10-13,MDT,87.77083333333333,96
96,09112200,1994-10-14,MDT,87.60416666666667,96
96,09112200,1994-10-15,MDT,96.96250000000002,96
96,09112200,1994-10-16,MDT,92.625,96
96,09112200,1994-10-17,MDT,88.66666666666667,96
96,09112200,1994-10-18,MDT,89.33333333333333,96
96,09112200,1994-10-19,MDT,88.72916666666667,96
96,09112200,1994-10-20,MDT,83.19791666666667,96
96,09112200,1994-10-21,MDT,80.98958333333333,96
96,09112200,1994-10-22,MDT,80.57291666666667,96
96,09112200,1994-10-23,MDT,83.23958333333333,96
96,09112200,1994-10-24,MDT,83.36458333333333,96
96,09112200,1994-10-25,MDT,88.46250000000002,96
96,09112200,1994-10-26,MDT,102.84375,96
96,09112200,1994-10-27,MDT,101.81041666666668,96
96,09112200,1994-10-28,MDT,100.32708333333335,96
96,09112200,1994-10-29,MDT,98.18125000000002,96
96,09112200,1994-10-30,MST,101.20625000000003,96
96,09112200,1994-10-31,MST,90.82708333333335,96
96,09112200,1994-11-01,MST,99.57916666666667,96
96,09112200,1994-11-02,MST,99.46458333333335,96
96,09112200,1994-11-03,MST,97.25624999999992,96
96,09112200,1994-11-04,MST,95.28541666666668,96
96,09112200,1994-11-05,MST,83.82916666666667,96
96,09112200,1994-11-06,MST,95.39166666666667,96
96,09112200,1994-11-07,MST,98.48125,96
96,09112200,1994-11-08,MST,102.43958333333335,96
96,09112200,1994-11-09,MST,92.75625000000001,96
96,09112200,1994-11-10,MST,82.96875,96
96,09112200,1994-11-11,MST,92.87083333333334,96
96,09112200,1994-11-12,MST,117.02083333333333,96
96,09112200,1994-11-13,MST,101.10208333333337,96
96,09112200,1994-11-14,MST,76.20625,96
96,09112200,1994-11-17,MST,92.80208333333333,96
96,09112200,1994-11-22,MST,80.17708333333333,96
96,09112200,1995-01-27,MST,57.229166666666664,96
96,09112200,1995-02-13,MST,49.53125,96
96,09112200,1995-02-14,MST,48.520833333333336,96
96,09112200,1995-02-15,MST,43.927083333333336,96
96,09112200,1995-02-16,MST,61.206250000000004,96
96,09112200,1995-02-17,MST,62.64166666666667,96
96,09112200,1995-02-18,MST,61.09375,96
96,09112200,1995-02-19,MST,54.447916666666664,96
96,09112200,1995-02-20,MST,49.84375,96
96,09112200,1995-02-21,MST,54.635416666666664,96
96,09112200,1995-02-22,MST,53.114583333333336,96
96,09112200,1995-02-23,MST,56.0,96
96,09112200,1995-02-24,MST,61.052083333333336,96
96,09112200,1995-02-25,MST,68.80208333333333,96
96,09112200,1995-02-26,MST,74.88541666666667,96
96,09112200,1995-02-27,MST,77.03125,96
96,09112200,1995-02-28,MST,78.8125,96
96,09112200,1995-03-01,MST,78.53125,96
96,09112200,1995-03-02,MST,75.84375,96
96,09112200,1995-03-03,MST,72.20833333333333,96
96,09112200,1995-03-04,MST,72.9375,96
96,09112200,1995-03-05,MST,71.38541666666667,96
96,09112200,1995-03-06,MST,67.57291666666667,96
96,09112200,1995-03-07,MST,68.40208333333334,96
96,09112200,1995-03-08,MST,72.60416666666667,96
96,09112200,1995-03-09,MST,77.39375,96
96,09112200,1995-03-10,MST,77.175,96
96,09112200,1995-03-11,MST,69.75,96
96,09112200,1995-03-12,MST,72.28125,96
96,09112200,1995-03-13,MST,70.57291666666667,96
96,09112200,1995-03-14,MST,68.09375,96
96,09112200,1995-03-15,MST,71.03125,96
96,09112200,1995-03-16,MST,79.90625,96
96,09112200,1995-03-17,MST,89.4375,96
96,09112200,1995-03-18,MST,93.95625,96
96,09112200,1995-03-19,MST,100.81250000000001,96
96,09112200,1995-03-20,MST,92.78749999999998,96
96,09112200,1995-03-21,MST,99.05624999999993,96
96,09112200,1995-03-22,MST,94.74791666666668,96
96,09112200,1995-03-23,MST,87.9875,96
96,09112200,1995-03-24,MST,97.95833333333336,96
96,09112200,1995-03-25,MST,87.10416666666667,96
90,09112200,1995-03-26,MST,85.95555555555556,90
96,09112200,1995-03-27,MST,82.58541666666667,96
96,09112200,1995-03-28,MST,82.78541666666668,96
96,09112200,1995-03-29,MST,79.02083333333333,96
96,09112200,1995-03-30,MST,67.39583333333333,96
96,09112200,1995-03-31,MST,72.53125,96
96,09112200,1995-04-01,MST,74.40625,96
92,09112200,1995-04-02,MDT,71.8913043478261,92
96,09112200,1995-04-03,MDT,73.4375,96
96,09112200,1995-04-04,MDT,79.08541666666667,96
96,09112200,1995-04-05,MDT,92.97083333333335,96
96,09112200,1995-04-06,MDT,106.86875000000002,96
96,09112200,1995-04-07,MDT,125.02500000000002,96
96,09112200,1995-04-08,MDT,150.45833333333334,96
96,09112200,1995-04-09,MDT,172.15625,96
96,09112200,1995-04-10,MDT,158.96875,96
96,09112200,1995-04-11,MDT,148.09375,96
96,09112200,1995-04-12,MDT,137.79166666666666,96
96,09112200,1995-04-13,MDT,150.91666666666666,96
96,09112200,1995-04-14,MDT,169.11458333333334,96
96,09112200,1995-04-15,MDT,156.25,96
96,09112200,1995-04-16,MDT,150.67708333333334,96
96,09112200,1995-04-17,MDT,156.375,96
96,09112200,1995-04-18,MDT,153.76041666666666,96
96,09112200,1995-04-19,MDT,159.08333333333334,96
96,09112200,1995-04-20,MDT,146.4375,96
96,09112200,1995-04-21,MDT,136.05208333333334,96
96,09112200,1995-04-22,MDT,127.175,96
96,09112200,1995-04-23,MDT,127.4375,96
96,09112200,1995-04-24,MDT,123.49375000000002,96
96,09112200,1995-04-25,MDT,127.72916666666667,96
96,09112200,1995-04-26,MDT,140.44791666666666,96
96,09112200,1995-04-27,MDT,146.67708333333334,96
96,09112200,1995-04-28,MDT,177.01041666666666,96
96,09112200,1995-04-29,MDT,217.27083333333334,96
96,09112200,1995-04-30,MDT,260.4270833333333,96
96,09112200,1995-05-01,MDT,254.17708333333334,96
96,09112200,1995-05-02,MDT,295.6770833333333,96
96,09112200,1995-05-03,MDT,286.6770833333333,96
96,09112200,1995-05-04,MDT,286.5833333333333,96
96,09112200,1995-05-05,MDT,347.65625,96
96,09112200,1995-05-06,MDT,366.6145833333333,96
96,09112200,1995-05-07,MDT,359.34375,96
96,09112200,1995-05-08,MDT,329.59375,96
96,09112200,1995-05-09,MDT,309.9583333333333,96
96,09112200,1995-05-10,MDT,343.4791666666667,96
96,09112200,1995-05-11,MDT,447.125,96
96,09112200,1995-05-12,MDT,504.4270833333333,96
96,09112200,1995-05-13,MDT,418.0104166666667,96
96,09112200,1995-05-14,MDT,426.8541666666667,96
96,09112200,1995-05-15,MDT,670.7916666666666,96
96,09112200,1995-05-16,MDT,910.46875,96
96,09112200,1995-05-17,MDT,1035.0104166666667,96
96,09112200,1995-05-18,MDT,1049.5416666666667,96
84,09112200,1995-05-19,MDT,1146.3333333333333,84
96,09112200,1995-05-20,MDT,1293.6458333333333,96
96,09112200,1995-05-21,MDT,1362.3958333333333,96
96,09112200,1995-05-22,MDT,1512.2916666666667,96
94,09112200,1995-05-23,MDT,1508.936170212766,94
96,09112200,1995-05-24,MDT,1371.7708333333333,96
96,09112200,1995-05-25,MDT,1259.375,96
95,09112200,1995-05-26,MDT,1105.0526315789473,95
96,09112200,1995-05-27,MDT,1096.4583333333333,96
96,09112200,1995-05-28,MDT,947.1145833333334,96
96,09112200,1995-05-29,MDT,934.9895833333334,96
96,09112200,1995-05-30,MDT,937.8645833333334,96
96,09112200,1995-05-31,MDT,891.4270833333334,96
96,09112200,1995-06-01,MDT,1075.1354166666667,96
96,09112200,1995-06-02,MDT,1302.6041666666667,96
96,09112200,1995-06-03,MDT,1470.1041666666667,96
96,09112200,1995-06-04,MDT,1638.75,96
96,09112200,1995-06-05,MDT,1830.2083333333333,96
96,09112200,1995-06-06,MDT,2084.6875,96
96,09112200,1995-06-07,MDT,2009.8958333333333,96
96,09112200,1995-06-08,MDT,1987.3958333333333,96
96,09112200,1995-06-09,MDT,1764.2708333333333,96
96,09112200,1995-06-10,MDT,1512.8125,96
96,09112200,1995-06-11,MDT,1589.0625,96
96,09112200,1995-06-12,MDT,2071.4583333333335,96
96,09112200,1995-06-13,MDT,2611.7708333333335,96
96,09112200,1995-06-14,MDT,2883.3333333333335,96
96,09112200,1995-06-15,MDT,3067.9166666666665,96
96,09112200,1995-06-16,MDT,3144.2708333333335,96
96,09112200,1995-06-17,MDT,3606.875,96
96,09112200,1995-06-18,MDT,3539.1666666666665,96
96,09112200,1995-06-19,MDT,3045.5208333333335,96
96,09112200,1995-06-20,MDT,3155.625,96
96,09112200,1995-06-21,MDT,3162.3958333333335,96
96,09112200,1995-06-22,MDT,3047.6041666666665,96
96,09112200,1995-06-23,MDT,3050.3125,96
96,09112200,1995-06-24,MDT,2869.4791666666665,96
96,09112200,1995-06-25,MDT,2717.1875,96
96,09112200,1995-06-26,MDT,2636.25,96
84,09112200,1995-06-27,MDT,2651.309523809524,84
96,09112200,1995-06-28,MDT,2680.4166666666665,96
96,09112200,1995-06-29,MDT,2635.7291666666665,96
96,09112200,1995-06-30,MDT,2666.6666666666665,96
96,09112200,1995-07-01,MDT,2439.7916666666665,96
96,09112200,1995-07-02,MDT,2302.5,96
96,09112200,1995-07-03,MDT,2233.3333333333335,96
96,09112200,1995-07-04,MDT,2101.0416666666665,96
96,09112200,1995-07-05,MDT,1856.9791666666667,96
96,09112200,1995-07-06,MDT,1856.3541666666667,96
96,09112200,1995-07-07,MDT,2060.9375,96
96,09112200,1995-07-08,MDT,2200.7291666666665,96
96,09112200,1995-07-09,MDT,2293.8541666666665,96
96,09112200,1995-07-10,MDT,2358.5416666666665,96
96,09112200,1995-07-11,MDT,2418.75,96
96,09112200,1995-07-12,MDT,2418.6458333333335,96
96,09112200,1995-07-13,MDT,2237.7083333333335,96
96,09112200,1995-07-14,MDT,2125.4166666666665,96
96,09112200,1995-07-15,MDT,1900.7291666666667,96
96,09112200,1995-07-16,MDT,1828.2291666666667,96
96,09112200,1995-07-17,MDT,1767.5,96
96,09112200,1995-07-18,MDT,1683.4375,96
96,09112200,1995-07-19,MDT,1631.6666666666667,96
96,09112200,1995-07-20,MDT,1648.5416666666667,96
96,09112200,1995-07-21,MDT,1608.8541666666667,96
96,09112200,1995-07-22,MDT,1488.3333333333333,96
96,09112200,1995-07-23,MDT,1423.125,96
96,09112200,1995-07-24,MDT,1324.8958333333333,96
96,09112200,1995-07-25,MDT,1297.7083333333333,96
96,09112200,1995-07-26,MDT,1288.4375,96
96,09112200,1995-07-27,MDT,1244.2708333333333,96
96,09112200,1995-07-28,MDT,1195.2083333333333,96
96,09112200,1995-07-29,MDT,1191.0416666666667,96
96,09112200,1995-07-30,MDT,1133.5416666666667,96
96,09112200,1995-07-31,MDT,1130.7291666666667,96
96,09112200,1995-08-01,MDT,1034.6041666666667,96
96,09112200,1995-08-02,MDT,945.0833333333334,96
96,09112200,1995-08-03,MDT,897.3229166666666,96
96,09112200,1995-08-04,MDT,886.7916666666666,96
96,09112200,1995-08-05,MDT,878.25,96
96,09112200,1995-08-06,MDT,831.40625,96
96,09112200,1995-08-07,MDT,775.5,96
96,09112200,1995-08-08,MDT,775.7708333333334,96
96,09112200,1995-08-09,MDT,782.90625,96
96,09112200,1995-08-10,MDT,735.6145833333334,96
96,09112200,1995-08-11,MDT,740.78125,96
96,09112200,1995-08-12,MDT,754.1770833333334,96
96,09112200,1995-08-13,MDT,716.0833333333334,96
96,09112200,1995-08-14,MDT,712.71875,96
96,09112200,1995-08-25,MDT,420.5,96
96,09112200,1995-08-26,MDT,407.4270833333333,96
96,09112200,1995-08-27,MDT,418.0833333333333,96
96,09112200,1995-08-28,MDT,408.5729166666667,96
96,09112200,1995-08-29,MDT,382.4375,96
96,09112200,1995-08-30,MDT,349.40625,96
96,09112200,1995-08-31,MDT,320.4791666666667,96
96,09112200,1995-09-01,MDT,297.96875,96
96,09112200,1995-09-02,MDT,282.3125,96
96,09112200,1995-09-03,MDT,270.1041666666667,96
96,09112200,1995-09-04,MDT,239.09375,96
96,09112200,1995-09-05,MDT,228.10416666666666,96
96,09112200,1995-09-06,MDT,214.95833333333334,96
96,09112200,1995-09-07,MDT,238.19791666666666,96
96,09112200,1995-09-08,MDT,275.7708333333333,96
96,09112200,1995-09-09,MDT,243.23958333333334,96
96,09112200,1995-09-10,MDT,215.42708333333334,96
96,09112200,1995-09-11,MDT,194.875,96
96,09112200,1995-09-12,MDT,175.70833333333334,96
96,09112200,1995-09-13,MDT,163.77083333333334,96
96,09112200,1995-09-14,MDT,158.80208333333334,96
96,09112200,1995-09-15,MDT,153.77083333333334,96
96,09112200,1995-09-16,MDT,149.75,96
96,09112200,1995-09-17,MDT,142.5625,96
96,09112200,1995-09-18,MDT,155.3125,96
96,09112200,1995-09-19,MDT,155.71875,96
96,09112200,1995-09-20,MDT,140.625,96
96,09112200,1995-09-21,MDT,129.41666666666666,96
96,09112200,1995-09-22,MDT,118.6875,96
96,09112200,1995-09-23,MDT,115.83333333333333,96
96,09112200,1995-09-24,MDT,112.85416666666667,96
96,09112200,1995-09-25,MDT,106.72916666666667,96
96,09112200,1995-09-26,MDT,104.8125,96
96,09112200,1995-09-27,MDT,104.3125,96
96,09112200,1995-09-28,MDT,116.58333333333333,96
96,09112200,1995-09-29,MDT,201.60416666666666,96
96,09112200,1995-09-30,MDT,186.07291666666666,96
96,09112200,1995-10-01,MDT,151.15625,96
96,09112200,1995-10-02,MDT,137.34375,96
96,09112200,1995-10-03,MDT,135.23958333333334,96
96,09112200,1995-10-04,MDT,145.08333333333334,96
96,09112200,1995-10-05,MDT,140.16666666666666,96
96,09112200,1995-10-06,MDT,131.58333333333334,96
96,09112200,1995-10-07,MDT,140.96875,96
96,09112200,1995-10-08,MDT,144.07291666666666,96
96,09112200,1995-10-09,MDT,135.4375,96
96,09112200,1995-10-10,MDT,139.72916666666666,96
96,09112200,1995-10-11,MDT,144.89583333333334,96
96,09112200,1995-10-12,MDT,147.97916666666666,96
96,09112200,1995-10-13,MDT,187.61458333333334,96
