Date,Discharge,SWE_380,Pr_Acc_380,Temp_Max_380,Temp_Min_380,Temp_Ave_380,Pr_Inc_380,SWE_737,Pr_Acc_737,Temp_Max_737,Temp_Min_737,Temp_Ave_737,Pr_Inc_737
1589,71.52083333333333,8.4,9.6,30.0,18.0,22.0,0.0,16.8,18.1,30.0,13.0,21.0,0.1
1590,71.83333333333333,8.5,9.6,33.0,15.0,22.0,0.0,17.0,18.2,40.0,6.0,19.0,0.0
1591,71.91666666666667,8.5,9.6,29.0,19.0,22.0,0.2,17.0,18.2,31.0,16.0,21.0,0.3
1592,72.20833333333333,8.7,9.8,24.0,15.0,19.0,0.4,17.4,18.5,26.0,10.0,18.0,0.4
1593,71.9375,9.1,10.2,27.0,8.0,16.0,0.1,17.9,18.9,28.0,5.0,14.0,0.2
1594,57.26481481481483,9.2,10.3,24.0,3.0,10.0,0.0,18.1,19.1,29.0,-6.0,6.0,0.0
1595,54.42223765432101,9.2,10.3,19.0,2.0,10.0,0.0,18.1,19.1,23.0,-7.0,8.0,0.0
1596,75.5,9.2,10.3,26.0,3.0,12.0,0.0,18.1,19.1,35.0,-5.0,9.0,0.0
1597,55.31888020833332,9.2,10.3,32.0,7.0,18.0,0.1,18.1,19.1,43.0,1.0,17.0,0.2
1598,70.70833333333333,9.2,10.4,31.0,15.0,20.0,0.0,18.3,19.3,36.0,9.0,19.0,0.2
1599,70.79166666666667,9.3,10.4,32.0,15.0,22.0,0.3,18.4,19.5,31.0,13.0,20.0,0.2
1600,69.52083333333333,9.6,10.7,29.0,12.0,17.0,0.0,18.6,19.7,35.0,10.0,17.0,0.1
1601,68.70833333333333,9.6,10.7,31.0,12.0,17.0,0.0,18.7,19.8,33.0,6.0,15.0,0.0
1602,66.90625,9.6,10.7,27.0,9.0,16.0,0.0,18.7,19.8,28.0,3.0,13.0,0.0
1603,69.45054945054945,9.6,10.7,26.0,4.0,12.0,0.0,18.7,19.8,28.0,-3.0,8.0,0.0
1604,74.11458333333333,9.6,10.7,33.0,4.0,16.0,0.0,18.7,19.8,36.0,-1.0,13.0,0.0
1605,75.64583333333333,9.6,10.7,31.0,9.0,18.0,0.0,18.7,19.8,36.0,4.0,16.0,0.0
1606,67.78125,9.6,10.7,33.0,16.0,22.0,0.1,18.7,19.8,32.0,13.0,20.0,0.7
1607,69.70833333333333,9.7,10.8,28.0,18.0,22.0,0.2,19.5,20.5,27.0,17.0,21.0,0.5
1608,70.60416666666667,9.9,11.0,34.0,16.0,24.0,0.2,20.1,21.0,31.0,14.0,22.0,0.5
1609,68.02083333333333,10.1,11.2,20.0,2.0,12.0,0.2,20.8,21.5,19.0,0.0,11.0,0.2
1610,68.07291666666667,10.4,11.4,17.0,-3.0,4.0,0.0,21.3,21.7,15.0,-7.0,1.0,0.0
1611,58.69261217948719,10.4,11.4,12.0,-4.0,2.0,0.0,21.4,21.7,15.0,-10.0,-1.0,0.0
1612,57.27681798623063,10.4,11.4,18.0,-7.0,2.0,0.0,21.5,21.7,15.0,-15.0,-3.0,0.0
1613,57.336625339673915,10.4,11.4,23.0,-1.0,8.0,0.1,21.5,21.7,19.0,-9.0,6.0,0.1
1614,59.61907806513409,10.5,11.5,29.0,3.0,14.0,0.0,21.7,21.8,33.0,-5.0,12.0,0.1
1615,68.0,10.5,11.5,37.0,14.0,23.0,0.3,21.8,21.9,32.0,12.0,21.0,0.2
1616,68.08333333333333,10.7,11.8,26.0,16.0,21.0,0.2,22.1,22.1,24.0,13.0,19.0,0.3
1617,67.86458333333333,10.9,12.0,29.0,11.0,19.0,0.0,23.0,22.4,31.0,7.0,18.0,0.3
1618,68.0,11.0,12.0,33.0,17.0,21.0,0.4,23.1,22.7,27.0,15.0,19.0,0.5
1619,65.92708333333333,11.3,12.4,22.0,2.0,15.0,0.0,24.5,23.2,21.0,-5.0,12.0,0.0
1620,56.74250558574879,11.5,12.4,31.0,-4.0,10.0,0.1,24.6,23.2,34.0,-12.0,8.0,0.0
1621,69.3125,11.5,12.5,29.0,5.0,12.0,0.0,24.6,23.2,24.0,-4.0,8.0,0.0
1622,73.13541666666667,11.5,12.5,33.0,3.0,15.0,0.0,24.6,23.2,35.0,-4.0,11.0,0.1
1623,71.72916666666667,11.5,12.5,37.0,8.0,20.0,0.0,24.7,23.3,38.0,1.0,15.0,0.0
1624,70.94791666666667,11.5,12.5,38.0,13.0,24.0,0.1,24.7,23.3,44.0,4.0,20.0,0.1
1625,70.03125,11.5,12.6,49.0,15.0,27.0,0.0,24.7,23.4,49.0,7.0,24.0,0.2
1626,68.07291666666667,11.6,12.6,52.0,21.0,31.0,0.1,24.8,23.6,49.0,13.0,27.0,0.1
1627,74.02083333333333,11.6,12.7,53.0,23.0,33.0,0.0,24.9,23.7,52.0,16.0,29.0,0.1
1628,78.27083333333333,11.6,12.7,51.0,22.0,31.0,0.0,24.9,23.8,50.0,16.0,28.0,0.0
1629,84.27083333333333,11.6,12.7,42.0,22.0,28.0,0.0,24.9,23.8,42.0,14.0,26.0,0.0
1630,77.11739130434783,11.6,12.7,24.0,8.0,16.0,0.2,25.3,23.8,22.0,1.0,14.0,0.0
1631,81.72786577651412,12.1,12.9,32.0,7.0,16.0,0.1,25.9,23.8,39.0,-1.0,14.0,0.0
1632,77.82291666666667,12.1,13.0,46.0,7.0,22.0,0.0,26.0,23.8,47.0,-1.0,18.0,0.1
1633,78.73958333333333,12.1,13.0,45.06060606060606,21.303030303030305,31.575757575757574,0.1,26.3,23.9,44.0,5.0,23.0,0.1
1634,83.41666666666667,12.1,13.1,53.0,27.0,35.0,0.0,26.4,24.0,50.0,19.0,33.0,1.9
1635,96.25,12.1,13.1,50.0,31.0,38.0,0.0,26.6,25.9,50.0,25.0,36.0,0.0
1636,109.25,12.1,13.1,57.0,32.0,40.0,0.1,26.6,25.9,56.0,27.0,40.0,0.0
1637,133.71875,12.1,13.2,54.0,33.0,40.0,0.0,26.4,25.9,53.0,30.0,40.0,0.1
1638,148.36458333333334,12.1,13.2,45.0,27.0,32.0,0.3,26.0,26.0,44.0,25.0,31.0,0.3
1639,140.9375,12.1,13.5,38.0,24.0,28.0,0.1,26.1,26.3,41.0,23.0,27.0,0.4
1640,133.67708333333334,12.1,13.6,34.0,22.0,27.0,0.2,26.6,26.7,32.0,22.0,25.0,0.6
1641,120.17708333333331,12.1,13.8,29.0,3.0,17.0,0.0,27.6,27.3,33.0,-5.0,15.0,0.3
1642,107.70833333333331,12.1,13.8,35.0,2.0,14.0,0.1,27.9,27.6,32.0,-7.0,10.0,0.0
1643,104.13541666666669,12.1,13.9,32.0,11.0,18.0,0.1,28.2,27.6,34.0,6.0,17.0,0.3
1644,98.83333333333331,12.2,14.0,50.0,11.0,28.0,0.2,28.5,27.9,48.0,7.0,27.0,0.3
1645,104.1875,12.2,14.2,27.0,19.0,21.0,0.1,28.6,28.2,22.0,17.0,19.0,0.3
1646,98.9375,12.3,14.3,44.0,14.0,27.0,0.2,29.7,28.5,46.0,8.0,26.0,0.4
1647,100.78125,12.4,14.5,46.0,23.0,31.0,0.0,29.8,28.9,45.0,19.0,28.0,0.0
1648,104.3804347826087,12.5,14.5,46.0,19.0,29.0,0.0,29.8,28.9,44.0,18.0,28.0,0.0
1649,109.95833333333331,12.5,14.5,37.0,16.0,24.0,0.1,29.7,28.9,37.0,14.0,23.0,0.0
1650,104.78125,12.8,14.6,33.0,13.0,21.0,0.1,30.0,28.9,40.0,4.0,19.0,0.3
1651,176.13504166666667,13.1,14.7,38.0,15.0,23.0,0.0,30.3,29.2,35.0,10.0,20.0,0.0
1652,99.40625,13.1,14.7,37.0,12.0,22.0,0.0,30.3,29.2,38.0,5.0,19.0,0.1
1653,101.57291666666669,13.1,14.7,52.0,14.0,31.0,0.1,30.5,29.3,51.0,8.0,28.0,0.3
1654,120.51041666666669,13.2,14.8,56.0,28.0,38.0,0.0,30.6,29.6,55.0,21.0,36.0,0.1
1655,145.82291666666666,13.2,14.8,39.0,22.0,27.0,0.1,30.4,29.7,40.0,19.0,25.0,0.0
1656,141.5625,13.5,14.9,41.0,20.0,26.0,0.3,30.4,29.7,40.0,18.0,24.0,0.8
1657,134.1875,13.8,15.2,42.0,17.0,24.0,0.1,31.6,30.5,38.0,16.0,22.0,0.5
1658,128.76041666666666,13.9,15.3,38.0,15.0,21.0,0.2,32.4,31.0,41.0,15.0,20.0,0.1
1659,125.84375,14.1,15.5,26.0,16.0,20.0,0.3,33.1,31.1,36.0,14.0,20.0,0.2
1660,119.4375,14.5,15.8,40.0,11.0,22.0,0.2,33.4,31.3,35.0,7.0,20.0,0.0
1661,118.59375,14.6,16.0,43.0,12.0,22.0,0.1,33.7,31.3,38.0,5.0,19.0,0.0
1662,117.1875,14.8,16.1,42.0,14.0,25.0,0.0,33.8,31.3,42.0,6.0,22.0,0.1
1663,127.89583333333331,14.6,16.1,44.0,17.0,28.0,0.0,33.9,31.4,42.0,13.0,26.0,0.4
1664,141.16666666666666,14.6,16.1,51.0,20.0,32.0,0.1,34.0,31.8,48.0,13.0,29.0,0.7
1665,177.88541666666663,14.4,16.2,58.0,23.0,38.0,0.0,34.0,32.5,57.0,16.0,35.0,0.0
1666,233.45833333333331,14.2,16.2,60.0,29.0,41.0,0.0,33.6,32.5,61.0,25.0,41.0,0.1
1667,312.9895833333333,13.8,16.2,51.0,28.0,37.0,0.2,33.2,32.6,52.0,26.0,37.0,0.5
1668,347.63541666666674,13.8,16.4,46.0,22.0,29.0,0.3,33.5,33.1,53.0,17.0,30.0,0.3
1669,284.4166666666667,13.9,16.7,37.0,20.0,29.0,0.0,33.6,33.4,42.0,14.0,28.0,0.0
1670,252.79166666666663,13.9,16.7,53.0,18.0,32.0,0.1,33.7,33.4,53.0,13.0,30.0,0.1
1671,284.78125,13.7,16.8,51.0,23.0,34.0,0.0,33.7,33.5,53.0,19.0,33.0,0.0
1672,337.2395833333333,13.2,16.8,51.0,23.0,36.0,0.0,33.5,33.5,52.0,18.0,34.0,0.0
1673,421.05208333333326,12.6,16.8,58.0,31.0,40.0,0.0,33.3,33.5,54.0,22.0,36.0,0.0
1674,519.5208333333334,11.9,16.8,55.0,31.0,39.0,0.0,32.8,33.5,56.0,25.0,38.0,0.0
1675,601.1145833333334,11.3,16.8,57.0,30.0,41.0,0.0,32.1,33.5,58.0,25.0,39.0,0.0
1676,684.7604166666666,10.7,16.8,58.0,32.0,42.0,0.0,31.7,33.5,58.0,26.0,41.0,0.0
1677,764.6979166666665,10.1,16.8,59.0,29.0,40.0,0.0,31.3,33.5,59.0,25.0,38.0,0.0
1678,758.4895833333335,9.5,16.8,51.0,27.0,36.0,0.0,30.2,33.5,49.0,23.0,34.0,0.1
1679,724.1666666666665,9.1,16.8,42.0,23.0,30.0,0.1,29.9,33.6,51.0,22.0,32.0,0.3
1680,635.03125,9.4,16.9,45.0,22.0,33.0,0.1,29.9,33.9,46.0,20.0,32.0,0.1
1681,603.375,9.1,17.0,50.0,26.0,34.0,0.0,29.7,34.0,54.0,20.0,34.0,0.1
1682,574.875,9.0,17.0,54.0,29.0,39.0,0.0,29.1,34.1,53.0,27.0,38.0,0.0
1683,618.5625,8.4,17.0,59.0,31.0,42.0,0.0,28.5,34.1,56.0,29.0,41.0,0.0
1684,713.3854166666665,7.5,17.0,50.0,30.0,38.0,0.0,27.6,34.1,49.0,25.0,35.0,0.0
1685,696.5729166666665,6.8,17.0,55.0,28.0,41.0,0.0,27.5,34.1,53.0,23.0,38.0,0.0
1686,721.4583333333335,6.2,17.0,60.0,31.0,43.0,0.0,26.6,34.1,58.0,29.0,41.0,0.0
1687,812.3229166666665,5.3,17.0,43.0,22.0,30.0,0.1,25.1,34.1,46.0,17.0,30.0,0.0
1688,680.90625,5.4,17.1,47.0,22.0,34.0,0.1,25.2,34.1,46.0,20.0,32.0,0.1
1689,644.7083333333334,4.8,17.2,58.0,27.0,42.0,0.1,24.8,34.2,56.0,22.0,39.0,0.1
1690,682.5833333333334,4.0,17.3,61.0,34.0,46.0,0.0,24.4,34.3,57.0,31.0,44.0,0.0
1691,796.46875,2.8,17.3,62.0,39.0,48.0,0.0,23.6,34.3,61.0,33.0,46.0,0.0
1692,909.8645833333335,1.8,17.3,61.0,38.0,46.0,0.0,22.8,34.3,58.0,33.0,44.0,0.0
1693,933.3645833333335,0.9,17.3,62.0,37.0,46.0,0.0,22.1,34.3,60.0,33.0,44.0,0.1
1694,1038.9791666666667,0.4,17.3,61.0,34.0,43.0,0.0,21.1,34.4,56.0,29.0,40.0,0.0
1695,1063.0833333333333,0.0,17.3,52.0,29.0,38.0,0.0,20.4,34.4,49.0,25.0,35.0,0.0
1696,914.40625,0.0,17.3,52.0,27.0,39.0,0.0,19.3,34.4,52.0,24.0,36.0,0.0
1697,903.3854166666665,0.0,17.3,51.0,31.0,38.0,0.0,18.9,34.4,51.0,26.0,36.0,0.0
1698,849.53125,0.0,17.3,61.0,30.0,43.0,0.0,18.7,34.4,60.0,24.0,41.0,0.0
1699,958.40625,0.0,17.3,61.0,35.0,46.0,0.0,18.0,34.4,59.0,29.0,43.0,0.0
1700,981.0416666666665,0.0,17.3,69.0,35.0,49.0,0.0,17.5,34.4,61.0,27.0,44.0,0.1
1701,1119.4791666666667,0.0,17.3,69.0,37.0,51.0,0.0,16.6,34.5,64.0,30.0,46.0,0.0
1702,1272.5,0.0,17.3,72.0,39.0,53.0,0.0,15.5,34.5,65.0,31.0,47.0,0.0
1703,1368.0208333333333,0.0,17.3,63.0,40.0,50.0,0.0,14.3,34.5,61.0,31.0,45.0,0.0
1704,1273.8688446969697,0.0,17.3,68.0,36.0,51.0,0.0,13.1,34.5,63.0,29.0,46.0,0.1
1705,1305.7839673913043,0.0,17.3,71.0,42.0,55.0,0.0,12.1,34.6,63.0,37.0,48.0,0.0
1706,1442.28759057971,0.0,17.3,73.0,43.0,56.0,0.0,10.6,34.6,67.0,38.0,51.0,0.0
1707,1479.8677536231885,0.0,17.3,68.0,38.0,52.0,0.0,9.1,34.6,58.0,35.0,46.0,0.0
1708,1381.354166666667,0.0,17.3,44.0,30.0,35.0,0.0,8.0,34.6,45.0,28.0,33.0,0.6
1709,1161.7708333333333,0.0,17.3,39.0,29.0,33.0,0.1,8.8,35.2,45.0,21.0,31.0,1.0
1710,951.25,0.0,17.4,56.0,27.0,41.0,0.0,9.5,36.2,57.0,20.0,38.0,0.1
1711,852.5,0.0,17.4,63.0,35.0,46.0,0.0,9.2,36.3,58.0,28.0,42.0,0.0
1712,795.9583333333335,0.0,17.4,52.0,29.0,41.0,0.0,9.0,36.3,53.0,27.0,38.0,0.1
1713,778.6979166666665,0.0,17.4,62.0,34.0,46.0,0.0,8.3,36.4,53.0,29.0,41.0,0.0
1714,782.3333333333335,0.0,17.4,58.0,35.0,45.0,0.0,7.4,36.4,52.0,29.0,40.0,0.0
1715,766.2916666666665,0.0,17.4,54.0,32.0,41.0,0.0,6.5,36.4,53.0,28.0,37.0,0.0
1716,803.1770833333335,0.0,17.4,63.0,34.0,48.0,0.0,5.7,36.4,60.0,30.0,44.0,0.0
1717,963.375,0.0,17.4,53.0,33.0,42.0,0.1,4.0,36.4,47.0,33.0,40.0,0.1
1718,873.0520833333335,0.0,17.5,50.0,29.0,38.0,0.2,2.6,36.5,46.0,25.0,35.0,0.2
1719,831.875,0.0,17.7,57.0,27.0,42.0,0.0,2.5,36.7,52.0,20.0,37.0,0.4
1720,795.6041666666665,0.0,17.7,58.0,41.0,50.0,0.1,1.4,37.1,53.0,35.0,45.0,0.0
1721,813.4583333333335,0.0,17.8,51.0,29.0,38.0,0.0,0.7,37.1,44.0,27.0,33.0,0.1
1722,759.6041666666665,0.0,17.8,57.0,29.0,41.0,0.0,0.7,37.2,51.0,28.0,38.0,0.3
1723,749.4166666666665,0.0,17.8,71.0,35.0,52.0,0.0,0.2,37.5,63.0,30.0,47.0,0.0
1724,875.0104166666665,0.0,17.8,69.0,42.0,52.0,0.0,0.2,37.5,60.0,36.0,46.0,0.0
1725,959.21875,0.0,17.8,68.0,41.0,52.0,0.0,0.0,37.5,62.0,34.0,45.0,0.0
1726,1058.46875,0.0,17.8,73.0,40.0,55.0,0.0,0.0,37.5,65.0,34.0,49.0,0.0
1727,1116.75,0.0,17.8,70.0,41.0,54.0,0.0,0.0,37.5,62.0,35.0,48.0,0.0
1728,1056.3440860215053,0.0,17.8,68.0,42.0,53.0,0.0,0.0,37.5,61.0,36.0,47.0,0.0
1729,980.0520833333335,0.0,17.8,78.0,40.0,57.0,0.0,0.0,37.5,68.0,33.0,51.0,0.1
1730,1033.3645833333333,0.0,17.8,73.0,46.0,58.0,0.0,0.0,37.6,66.0,38.0,51.0,0.0
1731,1075.8125,0.0,17.8,76.0,45.0,58.0,0.0,0.0,37.6,68.0,38.0,51.0,0.0
1732,1068.6770833333333,0.0,17.8,80.0,45.0,61.0,0.0,0.0,37.6,72.0,38.0,54.0,0.0
1733,1061.0416666666667,0.0,17.8,82.0,48.0,63.0,0.0,0.0,37.6,76.0,41.0,57.0,0.0
1734,1059.34375,0.0,17.8,83.0,49.0,64.0,0.0,0.0,37.6,74.0,42.0,58.0,0.0
1735,1039.5416666666667,0.0,17.8,81.0,48.0,63.0,0.0,0.0,37.6,73.0,41.0,56.0,0.0
1736,985.3854166666665,0.0,17.8,79.0,48.0,62.0,0.0,0.0,37.6,74.0,43.0,57.0,0.0
1737,933.5833333333335,0.0,17.8,75.0,49.0,57.0,0.0,0.0,37.6,72.0,43.0,54.0,0.0
1738,864.2604166666665,0.0,17.8,71.46875,44.625,55.6875,0.0,0.0,37.6,67.0,42.0,53.0,0.0
1739,817.8958333333335,0.0,17.8,78.0,51.0,63.0,0.1,0.0,37.6,73.0,42.0,55.0,0.0
1740,815.7916666666665,0.0,17.9,72.6875,45.78125,56.75,0.0,0.0,37.6,65.0,42.0,50.0,0.0
1741,771.7395833333335,0.0,17.9,70.96875,45.78125,55.625,0.0,0.0,37.6,68.09677419354838,40.53125,52.125,0.0
1742,717.1979166666665,0.0,17.9,70.09375,45.3125,54.625,0.3,0.0,37.6,64.0,38.0,49.0,0.5
1743,746.5104166666665,0.0,18.2,71.4375,44.84375,55.96875,0.1,0.0,38.1,65.0,45.0,49.0,0.2
1744,761.8125,0.0,18.3,69.70967741935483,46.225806451612904,55.96774193548387,0.4,0.0,38.3,60.0,39.0,49.0,0.0
1745,665.46875,0.0,18.7,71.51612903225806,45.41935483870968,55.70967741935484,0.0,0.0,38.3,65.0,39.0,49.0,0.2
1746,655.0,0.0,18.7,75.0,50.0,63.0,0.0,0.0,38.5,68.0,37.0,52.0,0.0
1747,581.5520833333334,0.0,18.7,79.0,47.0,60.0,0.0,0.0,38.5,72.0,39.0,55.0,0.1
1748,525.65625,0.0,18.7,80.0,53.0,65.0,0.0,0.0,38.6,72.0,44.0,55.0,0.1
1749,487.84375,0.0,18.7,81.0,49.0,63.0,0.0,0.0,38.7,74.0,41.0,57.0,0.0
1750,423.47916666666674,0.0,18.7,77.0,48.0,61.0,0.0,0.0,38.7,73.0,44.0,57.0,0.0
1751,408.05208333333326,0.0,18.7,80.0,47.0,63.0,0.0,0.0,38.7,75.0,43.0,58.0,0.0
1752,389.55208333333326,0.0,18.7,85.0,50.0,65.0,0.0,0.0,38.7,76.0,44.0,59.0,0.0
1753,387.26041666666674,0.0,18.7,77.0,52.0,60.0,0.0,0.0,38.7,77.0,45.0,58.0,0.0
1754,372.63541666666674,0.0,18.7,84.0,50.0,62.0,0.0,0.0,38.7,74.0,44.0,58.0,0.0
1755,342.6666666666667,0.0,18.7,82.0,51.0,60.0,0.0,0.0,38.7,74.0,45.0,55.0,0.1
1756,355.02083333333326,0.0,18.7,72.0,49.0,55.0,0.0,0.0,38.8,69.0,41.0,52.0,0.0
1757,328.5520833333333,0.0,18.7,72.0,48.0,54.0,0.0,0.0,38.8,69.0,46.0,53.0,0.1
1758,381.44791666666674,0.0,18.7,64.0,47.0,52.0,0.0,0.0,38.9,62.0,44.0,51.0,0.7
1759,398.63541666666674,0.0,18.7,61.0,47.0,53.0,0.1,0.0,39.6,59.0,44.0,50.0,0.1
1760,367.39583333333326,0.0,18.8,62.0,45.0,52.0,0.1,0.0,39.7,64.0,42.0,50.0,0.1
1761,329.5,0.0,18.9,68.0,44.0,54.0,0.1,0.0,39.8,67.0,42.0,51.0,0.5
1762,318.1875,0.0,19.0,65.0,46.0,53.0,0.2,0.0,40.3,61.0,45.0,50.0,0.1
1763,357.88541666666674,0.0,19.2,67.0,46.0,53.0,0.1,0.0,40.4,61.0,40.0,49.0,0.1
1764,310.5833333333333,0.0,19.3,71.0,44.0,55.0,0.0,0.0,40.5,67.0,39.0,51.0,0.0
1765,282.0416666666667,0.0,19.3,68.0,45.0,53.0,0.1,0.0,40.5,60.0,42.0,51.0,0.2
1766,282.9166666666667,0.0,19.4,60.0,43.0,49.0,0.2,0.0,40.7,58.0,35.0,46.0,0.1
1767,260.4895833333333,0.0,19.6,67.0,41.0,52.0,0.0,0.0,40.8,58.0,34.0,45.0,0.0
1768,225.96875,0.0,19.6,72.0,43.0,52.0,0.0,0.0,40.8,64.0,35.0,47.0,0.0
1769,202.84375,0.0,19.6,72.0,40.0,50.0,0.0,0.0,40.8,62.0,35.0,46.0,0.1
1770,195.02083333333331,0.0,19.6,72.0,40.0,53.0,0.0,0.0,40.9,66.0,36.0,49.0,0.0
1771,182.04166666666663,0.0,19.6,72.0,45.0,57.0,0.0,0.0,40.9,71.0,36.0,52.0,0.0
1772,172.0,0.0,19.6,78.0,47.0,60.0,0.0,0.0,40.9,72.0,40.0,54.0,0.0
1773,163.3125,0.0,19.6,79.0,49.0,59.0,0.0,0.0,40.9,73.0,42.0,55.0,0.0
1774,159.65625,0.0,19.6,74.0,48.0,58.0,0.0,0.0,40.9,69.0,42.0,53.0,0.0
1775,158.0,0.0,19.6,63.0,43.0,49.0,0.2,0.0,40.9,61.0,39.0,47.0,0.2
1776,164.6875,0.0,19.8,61.0,42.0,47.0,0.6,0.0,41.1,63.0,38.0,47.0,0.0
1777,150.6875,0.0,20.4,71.0,40.0,54.0,0.0,0.0,41.1,68.0,35.0,50.0,0.0
1778,141.35416666666666,0.0,20.4,69.0,44.0,54.0,0.0,0.0,41.1,68.0,38.0,52.0,0.0
1779,144.26041666666666,0.0,20.4,75.0,42.0,50.0,0.3,0.0,41.1,69.0,38.0,49.0,0.1
1780,142.46875,0.0,20.7,73.0,42.0,56.0,0.1,0.0,41.2,68.0,39.0,52.0,0.0
1781,136.90625,0.0,20.8,74.0,45.0,56.0,0.0,0.0,41.2,69.0,39.0,53.0,0.0
1782,134.5,0.0,20.8,74.0,46.0,55.0,0.0,0.0,41.2,69.0,40.0,52.0,0.0
1783,130.9375,0.0,20.8,69.0,44.0,53.0,0.0,0.0,41.2,65.0,40.0,49.0,0.1
1784,128.22916666666666,0.0,20.8,69.0,44.0,54.0,0.0,0.0,41.3,66.0,38.0,51.0,0.0
1785,123.27083333333331,0.0,20.8,75.0,45.0,56.0,0.0,0.0,41.3,71.0,41.0,53.0,0.0
1786,115.1875,0.0,20.8,62.0,45.0,52.0,0.0,0.0,41.3,55.0,40.0,49.0,0.0
1787,111.75,0.0,20.8,70.0,44.0,55.0,0.0,0.0,41.3,66.0,39.0,50.0,0.0
1788,109.625,0.0,20.8,79.0,46.0,60.0,0.0,0.0,41.3,71.0,41.0,54.0,0.0
1789,108.14583333333331,0.0,20.8,73.0,46.0,57.0,0.0,0.0,41.3,67.0,45.0,54.0,0.0
1790,111.51041666666669,0.0,20.8,75.0,45.0,51.0,0.1,0.0,41.3,66.0,41.0,49.0,0.4
1791,126.9375,0.0,20.9,68.0,44.0,54.0,0.1,0.0,41.7,67.0,43.0,52.0,0.0
1792,131.63541666666666,0.0,21.0,67.0,44.0,52.0,0.1,0.0,41.7,62.0,35.0,47.0,0.4
1793,127.67708333333331,0.0,21.1,75.0,40.0,56.0,0.0,0.0,42.1,71.0,33.0,50.0,0.0
1794,118.64583333333331,0.0,21.1,78.0,47.0,59.0,0.0,0.0,42.1,69.0,41.0,53.0,0.0
1795,113.84375,0.0,21.1,79.0,45.0,60.0,0.0,0.0,42.1,71.0,41.0,53.0,0.0
1796,114.85416666666669,0.0,21.1,74.0,43.0,52.0,0.2,0.0,42.1,68.0,42.0,49.0,0.2
1797,130.63541666666666,0.0,21.3,60.0,42.0,46.0,0.5,0.0,42.3,52.0,40.0,44.0,0.4
1798,134.91666666666666,0.0,21.8,64.0,40.0,50.0,0.0,0.0,42.7,63.0,37.0,47.0,0.0
1799,122.75,0.0,21.8,76.0,44.0,57.0,0.0,0.0,42.7,71.0,38.0,53.0,0.0
1800,113.97916666666669,0.0,21.8,77.0,46.0,59.0,0.0,0.0,42.7,73.0,40.0,55.0,0.0
1801,110.47916666666669,0.0,21.8,80.0,47.0,59.0,0.0,0.0,42.7,73.0,42.0,54.0,0.0
1802,109.45833333333331,0.0,21.8,77.0,46.0,59.0,0.0,0.0,42.7,71.0,40.0,53.0,0.1
1803,107.3125,0.0,21.8,79.0,47.0,60.0,0.0,0.0,42.8,71.0,40.0,54.0,0.0
1804,104.34375,0.0,21.8,73.0,47.0,55.0,0.0,0.0,42.8,68.0,42.0,52.0,0.0
1805,103.0,0.0,21.8,71.0,45.0,54.0,0.0,0.0,42.8,64.0,41.0,49.0,0.0
1806,102.125,0.0,21.8,70.0,44.0,53.0,0.0,0.0,42.8,68.0,39.0,49.0,0.0
1807,101.64583333333331,0.0,21.8,69.0,46.0,54.0,0.1,0.0,42.8,65.0,40.0,50.0,0.0
1808,106.89583333333331,0.0,21.9,61.0,41.0,47.0,0.1,0.0,42.8,54.0,35.0,44.0,0.5
1809,115.59375,0.0,22.0,59.0,40.0,47.0,0.1,0.0,43.3,55.0,36.0,43.0,0.0
1810,104.89583333333331,0.0,22.1,68.0,39.0,49.0,0.0,0.0,43.3,61.0,33.0,44.0,0.0
1811,101.54166666666669,0.0,22.1,71.0,39.0,49.0,0.0,0.0,43.3,65.0,35.0,46.0,0.0
1812,101.6875,0.0,22.1,72.0,41.0,51.0,0.0,0.0,43.3,64.0,36.0,46.0,0.0
1813,98.6875,0.0,22.1,72.0,40.0,51.0,0.0,0.0,43.3,65.0,34.0,46.0,0.0
1814,94.0,0.0,22.1,70.0,41.0,53.0,0.0,0.0,43.3,64.0,35.0,49.0,0.0
1815,90.95833333333331,0.0,22.1,69.0,41.0,51.0,0.0,0.0,43.3,60.0,34.0,47.0,0.0
1816,88.29166666666669,0.0,22.1,67.0,38.0,49.0,0.0,0.0,43.3,59.0,33.0,46.0,0.0
1817,88.0,0.0,22.1,67.0,40.0,49.0,0.0,0.0,43.3,58.0,38.0,45.0,0.0
1818,87.89583333333331,0.0,22.1,67.0,39.0,48.0,0.0,0.0,43.3,59.0,30.0,43.0,0.0
1819,87.02083333333331,0.0,22.1,65.0,39.0,48.0,0.0,0.0,43.3,60.0,35.0,44.0,0.0
1820,85.22916666666667,0.0,22.1,72.0,38.0,51.0,0.0,0.0,43.3,63.0,35.0,47.0,0.1
1821,82.20833333333333,0.0,22.1,71.0,38.0,50.0,0.0,0.0,43.4,61.0,36.0,48.0,0.0
1822,80.02083333333333,0.0,22.1,67.0,35.0,46.0,0.0,0.0,43.4,60.0,29.0,41.0,0.0
1823,79.95833333333333,0.0,22.1,72.0,35.0,49.0,0.0,0.0,43.4,65.0,28.0,43.0,0.0
1824,78.1875,0.0,22.1,69.0,40.0,49.0,0.0,0.0,43.4,63.0,34.0,46.0,0.0
1825,79.60416666666667,0.0,22.1,58.0,38.0,46.0,0.0,0.0,43.4,56.0,36.0,43.0,0.1
1826,81.91666666666667,0.0,22.1,64.0,36.0,46.0,0.2,0.0,43.5,59.0,34.0,44.0,0.1
